"id","business_name","registered_name","foundation_date","address","city","state","country","z_ip_code","owner","source","phone","whatsapp","website","email","instagram","facebook","tik_tok","company_registration_id","categories","rating","price_level","user_ratings_total","vicinity","permanently_closed","company_size","revenue","employees_count","description","primary_activity","types","business_status","quality","search_term","fields_filled","google_id","created_at","updated_at"
"030b9017-3ea3-4e7d-a649-bd948bb2be75","Pobre Juan Alphaville - Pobre Juan Restaurante Grill LTDA","",NULL,"Shopping Iguatemi Alphaville Piso Rio Negro, Al. Rio Negro, 111 - Alphaville, Barueri - SP, 06454-000, Brazil","Barueri/SP","SP","Brazil","06454-000","","GooglePlaces","+55 11 2397-0097","","http://www.pobrejuan.com.br/","","","","","06276203000949","bar, restaurant, food, point_of_interest, establishment","4.6","4","1795","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Barueri, 10000","0","ChIJ9z-BQiACz5QRWpeSP9NWEFA","2024-09-26 18:56:12.878798+00","2024-09-26 19:33:51.326494+00"
"03623ff5-c696-4338-8650-7789d27e648c","The Fisherman","",NULL,"Av. Zaki Narchi, 1498 - Carandiru, São Paulo - SP, 02029-001, Brazil","Guarulhos","SP","Brazil","02029-001","","GooglePlaces","+55 11 96626-5321","","http://pescador.com.br/","","","","","","bar, restaurant, food, point_of_interest, establishment","4.4","2","2110","",False,"","0","0","(Google Places: A traditional seafood restaurant & bar that serves freshwater fish in a cozy, social setting.)","","","OPERATIONAL","","restaurantes, Guarulhos, 10000","0","ChIJZ-i7tJ9YzpQRGY-zOUuxWB4","2024-09-27 11:49:42.146618+00","2024-09-27 11:49:42.146618+00"
"036334ee-cb2f-42c0-af89-88db57bd9d8b","Restaurante Ponto Quente","",NULL,"Av. Tiradentes, 2127 - Macedo, Guarulhos - SP, 07113-001, Brazil","Guarulhos","SP","Brazil","07113-001","","GooglePlaces","+55 11 2408-7534","","","","","","","","restaurant, food, point_of_interest, establishment","4.7","1","49","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Guarulhos, 10000","0","ChIJ18hT5U_1zpQRnYrGYWpBXWE","2024-09-27 10:39:22.984191+00","2024-09-27 10:39:22.984191+00"
"03ff3814-0b03-4640-8d1e-8ca152818a8a","HB Hotels Sequoia","",NULL,"Alameda Madeira, 292, Alphaville","OSASCO","SP","Brazil","06454-010","","GooglePlaces","+55 11 4196-2500","","http://www.hbhotels.com.br/hoteis/hotel-sao-paulo/alphaville-hb-sequoia/#hotel","","","","","","","4.4","0","0","",False,"","0","0","(Google Places: Cozy units with kitchens in a modern urban hotel, plus a rooftop pool, a restaurant & a sauna.)","","","","","hoteis, OSASCO, 10000","0","ChIJNytetjsCz5QRuVhQxq7aJZ8","2024-09-30 11:38:18.357156+00","2024-09-30 11:38:18.357156+00"
"040adacd-083f-46c1-b275-b6815a99ceff","Restaurante Santa Luzia - Terminal 2","",NULL,"São Paulo-Guarulhos Int'l Airport, Terminal 2 - SP-019, s/n - Piso Térreo - Cumbica, Guarulhos - SP, 07190-100, Brazil","Guarulhos","SP","Brazil","07190-100","","GooglePlaces","","","https://santaluziaaero.wixsite.com/my-site-1/cad%C3%A1pio-do-dia-restaurante","","","","","","restaurant, point_of_interest, food, establishment","4","2","1047","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Guarulhos, 10000","0","ChIJ9SymEm6LzpQRqPCEF0SstdA","2024-09-27 09:50:08.092543+00","2024-09-27 09:50:08.092543+00"
"04fc24b7-d329-4e0c-8b6d-ff8fc87343b8","Leopoldina Bar & Grill, ""O Vermelhinho""","",NULL,"Avenida Imperatriz Leopoldina, 137, Lapa","OSASCO","SP","Brazil","05305-002","","GooglePlaces","+55 11 3644-3317","","","","","","","","","4.4","0","0","",False,"","0","0","(Google Places: A casual restaurant & bar with sidewalk seating that serves grilled food & classic local dishes.)","","","","","bares, OSASCO, 10000","0","ChIJZ1GSu8f4zpQRL8XoNsZvcUo","2024-09-30 17:25:05.14814+00","2024-09-30 17:25:05.14814+00"
"053a8d9e-eb37-4af3-a41a-a0ef80b8dde6","Altino Deck Restaurante e Bar em Osasco","",NULL,"Rua Doutor José Augusto de Oliveira, 1, Presidente Altino","OSASCO","SP","Brazil","06216-150","","GooglePlaces","+55 11 96584-9047","","","","","","","","","4.5","0","0","",False,"","0","0","","","","","","bares, OSASCO, 10000","0","ChIJdaAEHRz_zpQRisTzSQDZUAo","2024-09-30 17:24:58.797548+00","2024-09-30 17:24:58.797548+00"
"056176c8-fd5b-4153-8584-4e422411dca8","Marx bistrô & Café","",NULL,"Avenida Engenheiro Luís Carlos Berrini, 1748, Cidade Monções","OSASCO","SP","Brazil","04571-010","","GooglePlaces","+55 11 98642-0007","","","","https://www.instagram.com/marxcafebr/","","","","","5","0","0","",False,"","0","0","","","","","","cafes, OSASCO, 10000","0","ChIJgULaqZZXzpQReIUnfWOQy40","2024-09-30 16:38:55.779378+00","2024-09-30 16:38:55.779378+00"
"05ec80cc-d6d7-4e7f-a53b-0a8ab8899b56","Casa do Norte Barreto II","",NULL,"R. Rio Grande do Sul, 61 - Vila Boa Vista, Barueri - SP, 06411-060, Brazil","Barueri","SP","Brazil","06411-060","","GooglePlaces","+55 11 4163-1915","","","","","","","","restaurant, food, point_of_interest, establishment","4.3","2","3348","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Barueri, 1000","0","ChIJ1-e3d88Dz5QR_8svd_YElnU","2024-09-26 14:45:27.156765+00","2024-09-26 14:45:27.156765+00"
"06e02ea7-1ae5-451f-9982-8a89f39774b0","Restaurante Feijão de Corda Prime","",NULL,"Avenida Prefeito Hirant Sanazar, N° 188, Umuarama","OSASCO","SP","Brazil","06030-095","","GooglePlaces","+55 11 4384-3515","","","","","","","","","4.2","0","0","",False,"","0","0","","","","","","restaurantes, OSASCO, 10000","0","ChIJb5SA8Hv_zpQREdPw-Ko47NU","2024-09-29 14:05:15.669501+00","2024-09-29 14:05:15.669501+00"
"06e8ba69-16e5-4247-9f74-e5726ee7ad07","Casa do Norte Osasnorte","",NULL,"Avenida Valter Boveri, 496, Bussocaba","OSASCO","SP","Brazil","06053-120","","GooglePlaces","+55 11 3655-3281","","","","","","","","","4.3","0","0","",False,"","0","0","","","","","","restaurantes, OSASCO, 10000","0","ChIJJWXEn31VzpQRxPv_o9zuNzs","2024-09-29 13:08:14.575042+00","2024-09-29 13:08:14.575042+00"
"0724a08c-d1e4-4590-b8a0-baed2e14ae99","Divino Fogão - Osasco","",NULL,"Rua Tenente Avelar Píres de Azevedo, 81, Centro","OSASCO","SP","Brazil","06013-006","","GooglePlaces","","","http://www.divinofogao.com.br/","","","","","","","3.9","0","0","",False,"","0","0","","","","","","restaurantes, OSASCO, 10000","0","ChIJU2xBwaFxVwERfbtLKVILa30","2024-09-29 14:05:11.035601+00","2024-09-29 14:05:11.035601+00"
"079af567-2ffa-48c4-a74b-3b920f725784","Garage Bar","",NULL,"Rua Isaías Bezerra Ventura, 14, Iapi","OSASCO","SP","Brazil","06236-090","","GooglePlaces","+55 11 3686-2444","","","","","","","","","4.5","0","0","",False,"","0","0","","","","","","bares, OSASCO, 10000","0","ChIJLdHQtF_-zpQRGq_ZqroHS-0","2024-09-30 17:25:03.812806+00","2024-09-30 17:25:03.812806+00"
"079b41dc-d91c-461f-a672-dd0b188b4143","Rendez-Vous","",NULL,"Rua Fradique Coutinho, 179, Pinheiros","OSASCO","SP","Brazil","05416-010","","GooglePlaces","+55 11 4564-0146","","http://www.restauranterendezvous.com.br/","","","","","","","4.3","0","0","",False,"","0","0","(Google Places: French bistro classics plated in an upbeat, informal restaurant with 2 floors & outdoor seats.)","","","","","restaurantes, OSASCO, 10000","0","ChIJ71IsCZ5XzpQRHii6NHQSmhs","2024-09-29 10:16:13.886274+00","2024-09-29 10:16:13.886274+00"
"07cdace8-b701-428e-8229-82ba809b8390","Restaurante Passadio","",NULL,"Rua Barão de Jaguara, 1098 - Centro, Campinas - SP, 13015-002, Brazil","Campinas","SP","Brazil","13015-002","","GooglePlaces","+55 19 3236-9256","","https://www.restaurantepassadio.com.br/","","","","","","restaurant, point_of_interest, food, establishment","4.3","1","409","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Campinas, 10000","0","ChIJKbTHsbTIyJQRUT7GhZ1HI5U","2024-09-28 11:40:34.881651+00","2024-09-28 11:40:34.881651+00"
"0ac5580a-5bbd-4d89-9f43-b261c2d4e9d9","Oliveira Grill","",NULL,"R. Ver. José Viêira, 109 - Jardim Regina Alice, Barueri - SP, 06412-100, Brazil","Barueri","SP","Brazil","06412-100","","GooglePlaces","+55 11 4382-4227","","","","","","","","restaurant, food, point_of_interest, establishment","4.6","1","509","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Barueri, 1000","0","ChIJ9eaUT8cDz5QRAf_J7TJPNYo","2024-09-26 14:45:32.311548+00","2024-09-26 14:45:32.311548+00"
"0c77ba8f-98cd-4d79-b47a-80d8ab2b3ac3","Pesqueiro Juarez & Irene Restaurante","",NULL,"Av. Etiópia, 300 - Vila Morellato, Barueri - SP, 06408-030, Brazil","Barueri","SP","Brazil","06408-030","","GooglePlaces","","","","","","","","","restaurant, food, point_of_interest, establishment","4.3","0","473","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Barueri, 1000","0","ChIJsxNA_5YDz5QR-Xy0Ytn21hk","2024-09-26 13:53:49.23919+00","2024-09-26 13:53:49.23919+00"
"0da41cc6-cda6-4b1c-bbfe-8db61162b931","Bar E Restaurante Da Vila","Bar e Restaurante da Vila - Bar e Restaurante da Vila LTDA",NULL,"R. Iruá, 311 - Vila Barros, Guarulhos - SP, 07193-130, Brazil","Guarulhos/SP","SP","Brazil","07193-130","","GooglePlaces","+55 11 98554-7742","","","","","","","20611416000153","restaurant, bar, food, point_of_interest, establishment","4.5","1","204","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Guarulhos, 10000","0","ChIJ0QweYb6KzpQRk_gOipwI3NM","2024-09-27 10:39:18.247102+00","2024-09-27 13:56:01.797517+00"
"0dae7142-50a4-47af-a785-6d75fa408e04","the bar pires","",NULL,"Rua Lício Marcondes do Amaral, 80, Vila Progredior","OSASCO","SP","Brazil","05616-100","","GooglePlaces","+55 11 94252-8545","","","","","","","","","4.7","0","0","",False,"","0","0","","","","","","bares, OSASCO, 10000","0","ChIJhYawt7JXzpQRSR0c9lVHYfE","2024-09-30 17:25:05.763994+00","2024-09-30 17:25:05.763994+00"
"0dc141c2-7ee0-4b5f-a91a-a634d812830f","Restaurante Ivo Self Service","",NULL,"Rua Seikiti Nakayama, 48 - Jardim Esperanca, Barueri - SP, 06414-005, Brazil","Barueri","SP","Brazil","06414-005","","GooglePlaces","+55 11 98878-3648","","","","","","","","restaurant, food, point_of_interest, establishment","4.7","0","63","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Barueri, 1000","0","ChIJ1XnIVLYDz5QRGMq7xyO3_vo","2024-09-26 13:53:50.863475+00","2024-09-26 13:53:50.863475+00"
"0fe69c50-4c16-40bc-a631-d718f1f46447","Baixo Pinheiros Bar","",NULL,"Rua Guaicuí, 62, Pinheiros","OSASCO","SP","Brazil","05427-030","","GooglePlaces","+55 11 98972-3242","","https://barbaixopinheiros.com.br/link-na-bio/","","","","","","","4.3","0","0","",False,"","0","0","(Google Places: Laid-back cocktail joint with art-filled walls, traditional bar bites & ample outdoor seating.)","","","","","bares, OSASCO, 10000","0","ChIJM-iX66ZXzpQRdzvZzTCGvtE","2024-09-30 20:26:17.571127+00","2024-09-30 20:26:17.571127+00"
"11f9d212-b87d-4eaf-90fb-fa5545a70217","Vivos Bar & Restaurante","",NULL,"Avenida Doutor Arnaldo, 1215, Pinheiros","OSASCO","SP","Brazil","01255-000","","GooglePlaces","+55 11 2305-5406","","https://www.lojalocal.com/amstel/08847186000120","","","","","","","4.1","0","0","",False,"","0","0","(Google Places: Nightly karaoke in a laid-back bar with a standard range of drinks & hearty, casual eats.)","","","","","bares, OSASCO, 10000","0","ChIJyRU2T49XzpQRBPGlPwGS0us","2024-10-01 08:57:17.228777+00","2024-10-01 08:57:17.228777+00"
"1216f2a5-0e2a-44d0-919b-f115bab71763","Seu Manuel Restaurante","",NULL,"R. Ismael Neri, 441 - Água Fria, São Paulo - SP, 02335-001, Brazil","Guarulhos","SP","Brazil","02335-001","","GooglePlaces","+55 11 99264-2587","","https://www.grupomozzafiato.com.br/","","","","","","restaurant, food, point_of_interest, establishment","4.8","0","425","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Guarulhos, 10000","0","ChIJk95WgXD3zpQR4n4RdsElP_k","2024-09-27 15:05:17.561861+00","2024-09-27 15:05:17.561861+00"
"12315805-d077-4ca4-bc3c-77ca0d88e767","Center Park Hotel","",NULL,"Rua Clélia, 1781, Lapa","OSASCO","SP","Brazil","05042-001","","GooglePlaces","+55 11 3868-4351","","http://www.cpkhotel.com.br/","","","","","","","4.1","0","0","",False,"","0","0","(Google Places: Straightforward rooms in a casual hotel offering complimentary breakfast, Wi-Fi & parking.)","","","","","hoteis, OSASCO, 10000","0","ChIJ53DXgnr4zpQR1ZwV0TjJ9lM","2024-09-30 11:38:18.294891+00","2024-09-30 11:38:18.294891+00"
"127583ce-e116-40f5-bea4-ebec69607fbc","Delicia da Mamãe - Restaurante (Buffet)","",NULL,"R. Euclides Pacheco, 743 - Vila Gomes Cardim, São Paulo - SP, 03321-020, Brazil","Guarulhos","SP","Brazil","03321-020","","GooglePlaces","+55 11 3589-8316","","","","","","","","restaurant, food, point_of_interest, establishment","4.6","1","319","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Guarulhos, 10000","0","ChIJq9U3xJNezpQRqI-lPzYVw04","2024-09-27 10:39:21.72405+00","2024-09-27 10:39:21.72405+00"
"12d6365d-8d0e-469c-b330-9c759d25c555","Nova Casablanca Restaurante","",NULL,"Av. Barão de Itapura, 1482 - Botafogo, Campinas - SP, 13020-432, Brazil","Campinas","SP","Brazil","13020-432","","GooglePlaces","+55 19 3365-3201","","","","","","","","meal_takeaway, restaurant, food, point_of_interest, establishment","4.7","1","390","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Campinas, 10000","0","ChIJG_lI-anIyJQRr8uYLqzexQg","2024-09-28 10:03:16.082702+00","2024-09-28 10:03:16.082702+00"
"14d67c61-11f1-4dcc-bfc7-d946f7fc7ee7","Chopperia, Restaurante e Casa do Norte Peixoto","",NULL,"Av. Presidente Washington Luis, 83 - Jardim Silveira, Barueri - SP, 06434-000, Brazil","Barueri","SP","Brazil","06434-000","","GooglePlaces","+55 11 4326-5530","","","","","","","","bar, restaurant, food, point_of_interest, establishment","4.4","2","985","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Barueri, 10000","0","ChIJGTdVHVkBz5QRGXQ53LwvN34","2024-09-26 18:56:17.429697+00","2024-09-26 18:56:17.429697+00"
"155c61d8-0b99-4dfa-aefc-519b2ffbea7e","Restaurante Fontão","",NULL,"R. Padre Adelino, 513 - Belém, São Paulo - SP, 03303-000, Brazil","Guarulhos","SP","Brazil","03303-000","","GooglePlaces","+55 11 2291-2397","","","","https://www.instagram.com/fontao_restauranteebar/","","","","restaurant, point_of_interest, food, establishment","4.2","0","567","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Guarulhos, 10000","0","ChIJD3fxGYBfzpQRX4rZODXwBKM","2024-09-27 09:50:06.327803+00","2024-09-27 09:50:06.327803+00"
"1570449b-1f8d-4bce-b4a9-b1f609c80fd9","A Quinta do Marquês","",NULL,"R. Antônio Tepedino Pagano, 20 - Jardim Eulina, Campinas - SP, 13063-080, Brazil","Campinas","SP","Brazil","13063-080","","GooglePlaces","+55 19 3743-3030","","http://www.aquintadomarques.com.br/","","","","","","restaurant, food, point_of_interest, establishment","4.6","2","13590","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Campinas, 10000","0","ChIJy5hcQb_HyJQRJDcQ47gYMVc","2024-09-27 20:47:00.477599+00","2024-09-27 20:47:00.477599+00"
"16cb9f17-1974-433b-98b9-341ab30b0072","Spaço Gourmet","",NULL,"Rua Benedito Américo de Oliveira, 187, Vila Yara","OSASCO","SP","Brazil","06028-080","","GooglePlaces","+55 11 4556-0969","","","","","","","","","4.7","0","0","",False,"","0","0","","","","","","restaurantes, OSASCO, 10000","0","ChIJj0KsE13_zpQRzhP_kfQGywQ","2024-09-30 14:30:05.739829+00","2024-09-30 14:30:05.739829+00"
"1704f1c6-1bd2-4a69-93aa-17854711e772","Restaurante Catetinho","",NULL,"R. Dr. Amphilophio de M. e Albuquerque, 46 - Bairro das Palmeiras, Campinas - SP, 13092-563, Brazil","Campinas","SP","Brazil","13092-563","","GooglePlaces","+55 19 3794-6022","","https://hipica.com.br/restaurantes/restaurante-catetinho/","","","","","","restaurant, meal_takeaway, food, point_of_interest, establishment","4.6","2","532","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Campinas, 10000","0","ChIJ0SYG36HPyJQR-Co50l9fY2I","2024-09-27 20:47:10.333371+00","2024-09-27 20:47:10.333371+00"
"18b0f034-c60b-4e78-b938-d034df64b3c9","Bar e Restaurante da LU","",NULL,"Rua José Vicente Cabral Neto, Conceicao","OSASCO","SP","Brazil","05576-100","","GooglePlaces","","","","","","","","","","4.4","0","0","",False,"","0","0","","","","","","restaurantes, OSASCO, 10000","0","ChIJU8zGNGpVzpQRxYAsOKvGN2g","2024-09-29 13:08:10.094047+00","2024-09-29 13:08:10.094047+00"
"199b955a-d884-4ea3-83e2-98d248df8894","Santa Oca Bar","Santa Oca Bar e Restaurante - Santa Oca Brasileira Bar e Restaurante LTDA",NULL,"Avenida Crisântemo, 101, Jardim das Flores","Osasco/SP","SP","Brazil","06112-100","","GooglePlaces","+55 11 4575-9005","","http://www.santaocabar.com.br/","","","","","17046915000130","","4.4","0","0","",False,"","0","0","","","","","","bares, OSASCO, 10000","0","ChIJ_YhH9K7_zpQR3DwVRXu6ZEE","2024-09-30 20:26:17.192702+00","2024-09-30 20:26:22.831029+00"
"1a59250f-c480-400e-9c94-acf5e1e92afb","Restaurante Keleo","",NULL,"Rua Batista de Azevedo, 297, Centro","OSASCO","SP","Brazil","06097-050","","GooglePlaces","","","","","","","","","","5","0","0","",False,"","0","0","","","","","","restaurantes, OSASCO, 10000","0","ChIJl_11YAT_zpQRYTaPBEZpuHw","2024-09-29 13:47:58.794864+00","2024-09-29 13:47:58.794864+00"
"1a8ed736-9dcd-4e67-b0d1-1283bd7dc311","Restaurante E Rotisseria Bom Sabor","",NULL,"Av. Emilly Cristienne Giovanini - Dic V (Conjunto Hab. Chico Mendes), Campinas - SP, 13054-506, Brazil","Campinas","SP","Brazil","13054-696","","GooglePlaces","+55 19 98926-6357","","","","","","","","restaurant, food, point_of_interest, establishment","4","0","19","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Campinas, 10000","0","ChIJsegbC_DJyJQRIlpURs_37VA","2024-09-28 10:03:30.01874+00","2024-09-28 10:03:30.01874+00"
"1b760ff6-4f09-450b-a6d0-bcbc604e3aa7","Macarronada Italiana","",NULL,"Av. Marechal Carmona, 738 - Vila Joao Jorge, Campinas - SP, 13041-311, Brazil","Campinas","SP","Brazil","13041-311","","GooglePlaces","+55 19 3232-2377","","https://wa.me/5519995546595?text=Seja+bem+vindo+a+Macarronada+Italiana","","","","","","restaurant, food, point_of_interest, establishment","4.5","2","7763","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Campinas, 10000","0","ChIJuWw_My3PyJQRXiQjcjwoGx0","2024-09-27 21:59:58.63955+00","2024-09-27 21:59:58.63955+00"
"1c1b86ae-e33b-4f5f-a2e7-0dba304a2bcc","Da Feira ao Baile Café","",NULL,"Rua Marcos Azevedo, 109, Pinheiros","OSASCO","SP","Brazil","05428-050","","GooglePlaces","+55 11 3062-0450","","http://www.dafeiraaobaile.com.br/","","","","","","","4.6","0","0","",False,"","0","0","","","","","","cafes, OSASCO, 10000","0","ChIJ_Tljip1XzpQRW9abW6gMaiI","2024-09-30 16:39:00.24342+00","2024-09-30 16:39:00.24342+00"
"1c25114c-6f25-48ab-9ce3-5b309ef0f007","Lanchonete e Restaurante Monterey","",NULL,"Avenida Marechal Tito, 868 - São Miguel Paulista, São Paulo - SP, 08010-090, Brazil","Guarulhos","SP","Brazil","08010-090","","GooglePlaces","+55 11 2031-6739","","https://instagram.com/monterey868?igshid=1752o4lymlq9c","","","","","","restaurant, point_of_interest, food, establishment","4.5","2","433","",False,"","0","0","","","","OPERATIONAL","","restaurantes, Guarulhos, 10000","0","ChIJ47ZygjJjzpQRjqWdtUJdIWA","2024-09-27 09:50:13.8058+00","2024-09-27 09:50:13.8058+00"
"1d0c44e6-5353-4bf3-9fa9-60b02a8e4b81","Senzala Restaurante","",NULL,"Praça Panamericana, 41, Alto de Pinheiros","OSASCO","SP","Brazil","05462-050","","GooglePlaces","+55 11 3812-5582","","http://www.senzala-sp.com.br/","","","","","","","4.3","0","0","",False,"","0","0","(Google Places: A spacious restaurant with an outdoor area, plus an extensive menu of pasta, grilled dishes & more.)","","","","","restaurantes, OSASCO, 10000","0","ChIJh-HQrMpXzpQRpYkrtBCeqik","2024-09-28 20:05:49.498536+00","2024-09-28 20:05:49.498536+00"
"1d5f174a-8a45-4e79-b514-c0b8ed7cac28","Café ,INC.","",NULL,"Avenida Tucunaré, 855, Tamboré","OSASCO","SP","Brazil","06460-020","","GooglePlaces","+55 11 4193-9292","","http://www.cafeinc.com.br/","","","","","","","4.8","0","0","",False,"","0","0","","","","","","cafes, OSASCO, 10000","0","ChIJtd_EreoDz5QR2urOESnGCaM","2024-10-01 11:35:04.891937+00","2024-10-01 11:35:04.891937+00"
